ANO;MES;DIA;SEXO;PERIODO;CODIGO;DESCRICAO;UNIDADE_MEDIDA;CATEGORIA;PRECO_UNITARIO;QTD_VENDIDAS;VALOR_VENDIDO
2014;1;28;F;NOITE;6796-E-12445;PAO GRAO SABOR 400GQUAD CAST/QUINOA;UN;1095091;3.07;4.279.00;13.154.36 
2014;12;24;F;TARDE;6796-T-06907;ARROZ PRATO FINO PARBOILIZADO 5KG;UN;11036001;7.09;700.00;4.961.25 
2015;4;15;M;NOITE;6797-V-12315;BISC. PASSATEMPO RECH 140G LEITE;UN;135091;0.93;442.00;411.06 
2013;12;3;M;MANHÃ;6798-X-09439;TENYS PE BARUEL 100G CANFORADO;UN;194033;3.42;309.00;1.056.78 
2013;2;14;F;NOITE;6803-C-00535;QUEIJO COOPER MINAS KG;KG;9016040;10.28;2.751.81;28.288.61 
2014;3;21;F;MANHÃ;6803-G-05152;IOG. COOPER MORANGO GARRAFA 900ML;UN;13040;2.32;170.00;394.40 
2015;1;30;F;TARDE;6807-S-08551;BOLO PANCO 300G CHOCO BOY;UN;9025091;2.70;307.00;828.90 
2013;12;17;M;NOITE;6807-S-08551;BOLO PANCO 300G CHOCO BOY;UN;9095091;2.68;314.00;839.95 
2014;7;6;F;NOITE;6808-G-06102;OVOS IANA VERMELHO EXTRA C/20;UN;127040;3.78;1.765.00;6.665.82 
2013;1;9;M;MANHÃ;6811-V-04279;PALMITO MARINAS PORTO INT 300G;UN;198002;8.27;70.00;578.90 
2015;1;16;F;TARDE;6812-F-18807;CHOC. NESTLE SUFLAIR 110G AO LEITE;UN;1236081;2.31;367.00;845.94 
2014;9;4;F;NOITE;6814-F-09154;DETERGENTE YPE L6 10% DESC CLEAR;UN;22043;3.75;7.312.00;27.426.65 
2014;6;19;M;NOITE;6817-Z-09905;SB PO SURF 1KG ROSAS/FLOR LIS SC;UN;22043;2.82;3.514.00;9.897.77 
2015;7;14;F;TARDE;6820-X-10164;PICANHA BOV FRIBOI RESERVA PECA KG;KG;31020;19.66;1.421.42;27.951.04 
2013;5;2;M;NOITE;6822-A-13808;AZEITE GALLO 500ML SUAVE;UN;19051;8.31;597.00;4.959.08 
2015;6;29;F;MANHÃ;6824-H-10060;CAMARAO DESCASCADO VERM MEGGS 400G;UN;9716030;11.80;623.00;7.353.48 
2013;4;24;M;TARDE;6826-T-05397;FILTRO MELITTA MEDIO 102 C/60;UN;99023284;2.12;1.551.00;3.288.12 
2013;2;16;M;TARDE;6827-Y-09064;SALG. CHEETOS 150G ONDAS/REQUEIJA;UN;14091;2.40;164.00;393.60 
2014;4;15;M;NOITE;6831-R-10827;LA ACO ASSOLAN C/8 60G DESC 10%;UN;13237;0.44;17.771.00;7.819.24 
2015;11;4;M;TARDE;6835-Y-14223;LEITE PO NINHO 400G INSTANTANEO;UN;1122040;6.01;3.694.00;22.207.66 
2015;1;1;M;TARDE;6846-Z-14228;LEITE PO LA SERENISSIMA INT/INS400G;UN;1122040;3.52;1.204.00;4.241.52 
2015;11;20;M;MANHÃ;6849-H-03495;ARROZ CAMIL RESERVA ESP TIPO 1 5KG;UN;12036001;7.23;3.494.00;25.252.89 
2014;11;7;M;TARDE;6855-R-24607;SYN LEMON ICE 300ML MACA;UN;9006022;0.94;497.00;467.18 
2013;3;2;M;MANHÃ;6858-Q-02277;MANGA PALMER KG;KG;2054080;3.32;17.607.74;58.369.66 
2014;2;11;M;NOITE;6865-K-00526;FLOCOS COCO DUCOCO UMID/ADOC 100G;UN;111080;1.72;880.00;1.513.60 
2015;4;11;F;TARDE;6865-K-00526;FLOCOS COCO DUCOCO UMID/ADOC 100G;UN;1111080;1.68;927.00;1.557.36 
2015;11;26;M;NOITE;6865-S-04795;SBT JOHNSONS 90G IMAGINE;UN;9111043;0.65;2.379.00;1.538.42 
2014;3;5;F;MANHÃ;6871-M-09024;SALG. FANDANGOS 175G PRESUNTO;UN;14091;2.31;1.099.00;2.536.86 
2015;6;25;M;MANHÃ;6871-R-05599;MORTAD. PERDIGAO BOL.OURO FAT KG;KG;1061;9.90;232.07;2.297.49 
2015;6;21;M;NOITE;6872-Y-17442;BATATA MCCAIN SMILES CONG 600G;UN;14002;4.29;99.00;424.71 
2014;11;19;F;TARDE;6877-A-06345;SALAME SADIA HAMBURGUES FAT KG;KG;1061;39.25;26.17;1.027.17 
2014;12;18;F;MANHÃ;6882-A-10203;ALFACE AMERICANA J WATANABE BDJ;UN;115070;1.21;12.757.00;15.457.23 
2015;1;26;M;TARDE;6885-H-14260;NOZES S/ CASCA KG;KG;232080;33.95;631.04;21.425.91 
2014;2;14;M;TARDE;6890-O-22654;FRANGO ALLIZ RESFRIADO KG;KG;117020;2.49;433.46;1.079.32 
2014;7;16;F;MANHÃ;6892-B-02289;MANTEIGA COOPER C/SAL 200G;UN;15040;1.92;17.031.10;32.699.71 
2015;3;27;F;NOITE;6892-J-10559;BIS LACTA AO LEITE 126G;UN;235091;1.99;11.698.00;23.267.32 
2015;6;30;M;TARDE;6892-T-00367;MAIZENA DURYEA 500G;UN;218011;2.81;337.00;946.97 
2015;11;6;M;NOITE;6899-C-00564;MAC. RENATA INTEGRAL 500G SPAGHET8;UN;912091;1.94;313.00;607.22 
2014;2;14;F;MANHÃ;6903-S-10058;PAPEL HIG. SOFTYS NEUT L24 P22 30MT;UN;18184;10.78;1.310.00;14.115.98 
2015;12;24;F;NOITE;6904-N-12157;BISC. CLUB SOCIAL 312G ORIGINAL;UN;135091;2.81;5.352.00;15.063.45 
2015;6;21;M;TARDE;6907-A-03732;BISC. ZABET 400G LEITE;UN;135091;1.36;5.047.00;6.850.16 
2014;6;4;M;MANHÃ;6909-A-04539;ACUCAR ORGANICO DOURADO NATIVE 1 KG;UN;411071;2.01;5.230.00;10.512.30 
2013;3;14;F;NOITE;6910-V-07290;SB PO OMO MULTI ACAO 2KG;UN;22043;8.38;8.651.00;72.517.01 
2015;6;25;F;MANHÃ;6916-D-04233;CD COLGATE 90G TOTAL 12 ADVANCED;UN;16033;2.57;2.684.00;6.902.76 
2015;1;21;M;TARDE;6917-Z-14559;AMACIANTE MON BIJOU 2LTS PUREZA;UN;9199083;3.01;524.00;1.577.24 
2015;6;22;F;TARDE;6923-A-07494;GELATINA SOL 35G LIMAO;UN;92096012;0.35;1.637.00;572.95 
2014;12;8;F;MANHÃ;6923-R-06323;FILTRO PAPEL MELITTA AROMA 103 30;UN;99023284;1.44;7.185.00;10.366.00 
2013;10;19;M;NOITE;6925-Y-09001;FILE MERLUZA BOM PEIXE S/P 500G IMP;UN;574030;5.80;4.253.00;24.671.27 
2014;2;5;M;TARDE;6928-L-02396;ARROZ BIJU T1 5KG;UN;12036001;5.69;3.950.00;22.475.50 
2014;11;9;M;TARDE;6933-I-12820;JERKED BEEF PAINEIRA TRAS 500 LIGHT;UN;20120;7.81;1.004.00;7.845.54 
2014;4;20;F;TARDE;6933-X-08082;BISC. BAUDUCCO CHAMP 150G ACUC/CRIS;UN;135091;2.55;186.00;474.30 
2014;4;26;M;TARDE;6940-P-02261;AGUA SANITARIA 1L DACLOR;UN;11098282;0.92;464.00;426.88 
2014;6;22;F;TARDE;6940-Q-10356;CREME RICOTA LEVE POLENGHI 150G;UN;9016040;1.87;288.00;538.56 
2014;7;1;F;TARDE;6943-F-02392;NECTAR DEL VALLE MAIS 1L ABACAXI;UN;92022;2.28;643.00;1.468.18 
2013;2;18;M;MANHÃ;6954-L-14285;MAC. BARILLA 500G SPAGUETTE 5;UN;912091;3.44;137.00;471.28 
2014;12;23;M;MANHÃ;6958-B-11790;SBT PROTEX 90G OMEGA 3;UN;9111043;1.07;3.480.00;3.738.51 
2014;9;28;M;MANHÃ;6961-O-02191;CREME LEITE ITAMBE 300G;UN;12051040;1.40;14.658.00;20.454.57 
2014;8;27;M;MANHÃ;6972-H-08198;REF. GUARANITA 2L;UN;12022;1.71;43.068.00;73.538.61 
2015;5;5;M;TARDE;6975-X-14329;POLPA BRASFRUT 100G MORANGO;UN;11180;1.14;3.440.00;3.904.40 
2014;9;28;F;NOITE;6976-V-10098;MOLHO SALSARETTI 340G SC TRAD;UN;1023012;0.93;3.898.00;3.625.14 
2015;8;9;M;MANHÃ;6979-G-10790;AVEIA YOKI FLOCOS 200G;UN;214011;0.95;2.068.00;1.954.26 
2013;3;23;F;MANHÃ;6979-H-12350;BIS LACTA MORANGO 126G;UN;235091;1.96;717.00;1.405.32 
2015;12;4;F;NOITE;6983-S-05985;BEBIDA LACTEA BOMY 1LITRO FRUT COCO;UN;13040;0.99;501.00;495.99 
2015;6;2;M;NOITE;6983-S-05985;BEBIDA LACTEA BOMY 1LITRO FRUT COCO;UN;92022;1.09;360.00;392.40 
2015;10;25;F;TARDE;6985-X-02105;MASSA PIZZA HIPER MASSA BROTIN C/10;UN;21091;2.06;398.00;819.88 
2013;12;20;F;MANHÃ;6985-X-02105;MASSA PIZZA HIPER MASSA BROTIN C/10;UN;912091;2.01;1.270.00;2.550.16 
2013;7;21;M;NOITE;6987-M-04612;RACAO P/GATO MIX KG;KG;1099032;2.02;2.570.63;5.189.46 
2015;4;5;F;NOITE;6987-R-02804;AMENDOIM TORR C/PELE C/SAL KG;KG;118002;4.98;86.47;430.62 
2013;2;11;M;NOITE;6992-A-03079;CIGARRO DERBY PRATA;UN;22042;35.65;238.00;8.484.70 
2013;8;16;F;MANHÃ;6992-E-02772;CEREAL NESTLE NESCAU 270G;UN;14091;3.11;2.945.00;9.162.63 
2015;7;19;M;TARDE;6994-M-18092;DSF TAY 2L BOUQUET LAVANDA;UN;92498083;1.82;292.00;531.44 
2013;5;10;M;NOITE;6995-Z-10851;BROCOLIS NINJA KIMOTO BDJ;UN;14070;1.83;6.791.00;12.393.58 
2013;10;27;F;TARDE;6996-M-06496;SACO LIXO DUMONTEX 30 LT C/10;UN;1123293;1.32;6.953.00;9.189.55 
2013;9;22;M;MANHÃ;7015-P-01834;COENTRO UNIDADE;UN;9999070;0.90;8.076.00;7.292.63 
2013;12;16;M;TARDE;7016-T-18936;CHOC. HERSHEYS 130G CHOCO BISCUIT;UN;2236081;1.91;213.00;406.83 
2014;3;14;F;NOITE;7019-E-05991;CD CLOSE UP 90G PEPPERMINT DROPS;UN;16033;1.01;553.00;558.53 
2014;2;1;F;MANHÃ;7022-C-00333;SALG. BACONZITOS 55G;UN;9095091;1.29;634.00;814.69 
2013;2;4;F;NOITE;7022-H-07399;REFRESCO TANG 30G UVA;UN;1096012;0.41;22.902.00;9.351.65 
2013;8;21;M;NOITE;7023-G-09966;SB PO SURF 1KG FLOR CEREJA/LAV SC;UN;22043;2.82;4.314.00;12.151.10 
2014;9;12;M;MANHÃ;7024-Y-06785;CORACAO ALCATRA BOV MAT PECA KG;KG;31020;15.21;412.06;6.266.97 
2015;12;15;M;TARDE;7025-F-07849;LAMPADA FLC ECONOMICA MINI 15X220V;UN;139358;5.39;620.00;3.343.35 
2015;7;28;F;NOITE;7027-W-01898;OLEO SALADA 900ML CANOLA;UN;1914151;5.60;351.00;1.965.60 
2014;1;13;F;NOITE;7039-B-08260;BISC. PANCO 140G WAFER MORANGO;UN;235091;0.95;2.234.00;2.126.77 
2015;5;15;F;NOITE;7039-P-00242;BISC. PANCO 500G DELICIOSO SALGADIN;UN;135091;2.04;12.315.00;25.102.08 
2015;1;11;M;MANHÃ;7043-J-14612;ACUCAR LOWCUCAR MAGRO LIGHT 500G;UN;9096012;3.47;118.00;409.46 
2015;9;5;F;NOITE;7046-K-00456;SUCO MAGUARY 500ML PET CAJU;UN;9989002;1.64;2.367.00;3.885.83 
2014;12;21;F;MANHÃ;7046-M-10346;ADOCANTE ZERO CAL SUCRALOSE 100ML;UN;9096012;4.81;521.00;2.503.41 
2014;6;4;F;MANHÃ;7052-O-03479;BISC. MARILAN 400G LEITE;UN;135091;1.49;7.970.00;11.860.81 
2013;10;30;M;NOITE;7056-D-10125;ALCOOL COPERALCOLL 46 500ML TRAD;UN;9017022;1.82;225.00;409.50 
2014;9;4;F;NOITE;7056-R-11324;PAPEL HIG. PRIMAVERA PLUS 60 L16P15;UN;18184;6.64;2.144.00;14.242.01 
2015;7;19;M;MANHÃ;7060-N-11552;FRALDA EVOLUTION MEGA CLAS G C/44;UN;9169;11.11;1.194.00;13.270.12 
2013;1;24;F;TARDE;7062-B-06758;OLEO SANOL 120ML LAVANDA;UN;12921033;4.79;294.00;1.408.26 
2015;11;18;M;TARDE;7065-A-00829;TOUCINHO SUINO ESPECIAL KG;KG;11019020;6.18;2.209.68;13.655.82 
2015;6;23;M;NOITE;7070-L-01853;CASTANHA PARA S/ CASCA KG;KG;231080;21.42;2.583.29;55.331.92 
2015;1;1;F;TARDE;7071-C-20804;REFRESCO TANG 25G PESSEGO;UN;1096012;0.48;1.951.00;936.48 
2015;9;17;M;TARDE;7076-A-12433;VASILHAME 51 VIDRO 1005ML;UN;12090107;0.57;7.320.00;4.148.00 
2014;11;30;F;TARDE;7076-E-00351;MARG. QUALY 500G COM SAL;UN;17151;2.40;71.596.00;171.532.08 
2013;2;14;M;TARDE;7084-K-02189;BEBIDA LACTEA MILK MIX 1L SC FR/VER;UN;93040;1.19;772.00;914.82 
2015;11;18;F;NOITE;7092-V-03216;OREGANO KITANO 15G;UN;1091121;1.24;386.00;478.64 
2013;12;8;M;TARDE;7093-A-00241;AMENDOIM GRAO KG;KG;142021;3.58;9.478.96;33.966.27 
2015;7;20;F;TARDE;7094-J-14303;LEITE COCO DA PRAIA 200ML;UN;9989002;1.18;5.041.00;5.948.38 
2015;5;26;M;MANHÃ;7100-A-13975;SEKITO BETTANIN BRILHUS;UN;93069;16.81;27.00;453.87 
2015;5;14;F;TARDE;7100-A-13975;SEKITO BETTANIN BRILHUS;UN;9996104;14.95;40.00;598.00 
2015;4;12;M;NOITE;7108-A-04919;REQUEIJAO CATUPIRY COPO 220G LIGHT;UN;9016040;2.29;7.844.00;17.962.76 
2014;1;13;F;TARDE;7109-A-00087;CREME VEG BECEL C/SAL 500G ORIGINAL;UN;9097151;3.31;4.610.00;15.243.73 
2014;5;25;M;MANHÃ;7119-V-01721;NHOQUE MEZZANI 500G;UN;912091;2.49;1.178.00;2.928.51 
2014;9;26;M;TARDE;7123-X-02567;CAFE MOKA TRADICIONAL 500G;UN;121090;2.93;10.258.00;30.047.39 
2013;10;20;F;NOITE;7131-V-08615;REFRESCO CLIGHT 9G LIMA LIMAO;UN;1096012;0.44;1.939.00;853.16 
2013;9;13;M;NOITE;7132-K-04297;ACUCAR MASCAVO LOWCUCAR 500G;UN;991071;3.84;423.00;1.624.32 
2015;6;9;M;TARDE;7135-B-00413;MILHARINA QUAKER 500G;UN;914011;1.09;372.00;405.48 
2013;3;2;F;MANHÃ;7136-R-12054;LAMPADA FLC HALOGENA A60 220X70;UN;139358;2.60;355.00;921.23 
2015;3;25;F;TARDE;7138-Z-07776;ESFIRA CARNE BELO SABOR 350G;UN;22091;6.07;421.00;2.555.47 
2014;8;23;F;NOITE;7138-Z-07776;ESFIRA CARNE BELO SABOR 350G;UN;52061;6.04;208.00;1.257.01 
2014;8;14;F;MANHÃ;7153-F-14409;CORACAO FRANGO KG;KG;317020;6.23;101.37;631.54 
2014;9;27;M;TARDE;7157-P-17917;OVO PASCOA KINDER MEU MALV/FAV 100G;UN;96081;12.98;48.00;623.04 
2014;5;25;F;TARDE;7158-P-14293;HAMB. SADIA 672G TEMPERO SUAVE;UN;52061;6.02;66.00;397.32 
2014;2;23;M;TARDE;7161-N-01015;AMENDOA CRUA S/CASCA KG;KG;212080;31.29;380.50;11.905.15 
2015;6;27;F;NOITE;7171-Z-11142;CERV. SKOL 313ML LN BEATS EXTREME;UN;3022;2.44;1.917.00;4.672.00 
2013;8;11;M;NOITE;7174-C-00524;SORVETE NESTLE 2L CREME;UN;1005012;9.13;144.00;1.314.72 
2014;7;2;F;NOITE;7174-P-01940;FEIJAO COMBRASIL PRETO 1KG;UN;91333170;2.00;5.283.00;10.539.59 
2014;4;3;F;TARDE;7177-F-05684;PAO QUEIJO FORNO MINAS COQUETEL400G;UN;21091;3.38;423.00;1.429.74 
2015;2;27;F;TARDE;7177-F-05684;PAO QUEIJO FORNO MINAS COQUETEL400G;UN;112091;3.04;501.00;1.521.37 
2015;3;14;F;NOITE;7181-N-17758;CD COLGATE L90G P70G TRIPLA ACAO;UN;16033;0.86;2.240.00;1.926.40 
2015;12;29;M;NOITE;7188-H-01355;PESSEGO SCHRAMM ESPECIAL 450G;UN;1078002;2.47;4.242.00;10.493.65 
2014;10;15;F;TARDE;7188-S-07011;QUEIJO SCALA MINAS PADRAO M LUA KG;KG;2096040;10.07;207.77;2.091.21 
2013;5;5;M;NOITE;7190-B-02047;FEIJAO CAMPO BELO PRETO 1KG;UN;91333170;1.96;2.512.00;4.934.29 
2014;3;1;F;MANHÃ;7190-N-13358;BAU MAD DECORADO RE CLINK C/3 CK315;UN;10244;9.31;54.00;502.74 
2014;12;28;F;MANHÃ;7192-K-08864;LMPD AJAX 1L FRESH LEMON;UN;22043;3.37;118.00;397.66 
2015;12;7;M;NOITE;7193-N-01816;BEBIDA MISTA KAPO 200ML UVA;UN;12022;0.73;4.830.00;3.546.60 
2015;2;4;F;MANHÃ;7193-Q-00618;CERA BRILHO FACIL 750ML INCOLOR;UN;25043;3.77;1.164.00;4.388.28 
2014;5;3;M;MANHÃ;7193-Q-00618;CERA BRILHO FACIL 750ML INCOLOR;UN;95043;3.84;593.00;2.279.10 
2015;4;19;F;TARDE;7195-J-04021;PRATO ISOPOR PL-18 C/25;UN;14293;106.39;26.00;2.766.14 
2013;4;26;M;MANHÃ;7196-K-03919;FARINHA MAND PARAIBUNA 1KG TORRADA;UN;26011;1.46;2.406.00;3.512.76 
2014;11;26;F;NOITE;7196-L-10981;BATATA BEM BRASIL 9X18 2.5KG ESP;UN;14002;9.46;58.00;548.68 
2014;7;10;M;MANHÃ;7197-L-07397;REFRESCO TANG 30G MARACUJA;UN;1096012;0.41;15.150.00;6.241.80 
2014;10;2;F;MANHÃ;7198-X-21501;KIT SB PO TIXAN 1KG PRIM GT AMC 500;UN;911043;5.60;1.700.00;9.511.50 
2015;7;15;F;TARDE;7218-A-08362;KETCHUP HEINZ PET 397G;UN;1023012;2.78;1.871.00;5.193.36 
2014;7;27;F;TARDE;7223-U-05302;FAROFA YOKI PALHA 250G;UN;9091091;1.36;643.00;874.48 
2015;6;27;F;TARDE;7225-B-13048;MAC. NISSIN 85G LAMEN LV5 PG4;UN;32091;2.30;2.506.00;5.757.54 
2015;9;8;M;NOITE;7225-S-07952;CERV. ITAIPAVA 600ML PREMIUM C/ VAS;UN;3022;2.34;360.00;842.40 
2013;10;10;M;NOITE;7229-K-00531;LEITE COCO DUCOCO 200ML;UN;9989002;1.44;3.996.00;5.750.24 
2015;8;27;F;MANHÃ;7230-P-01611;LINGUICA SADIA PORTUGUESA KG;KG;1061;8.58;241.23;2.070.36 
2015;7;7;F;NOITE;7232-C-14853;NECTAR MAGUARY 1L MARACUJA;UN;92022;1.57;996.00;1.567.04 
2013;12;2;F;MANHÃ;7234-H-06017;CHOC. PO OETKER DECORACAO 200G;UN;16081;2.21;781.00;1.724.06 
2015;5;13;F;TARDE;7235-U-08272;PAO WICK BOLD 500G AMARANTO/LINHACA;UN;1095091;3.62;110.00;398.20 
2013;6;27;M;NOITE;7243-X-10416;COUVE FLOR J WATANABE BDJ;UN;14070;1.98;3.297.00;6.511.58 
2013;4;11;M;MANHÃ;7244-G-14170;SORVETE ST LUIGER 2L BAUNI/FLOCOS;UN;1005012;6.53;384.00;2.506.75 
2015;10;9;M;TARDE;7245-H-12132;BISC.MERTZ MANTEIGA 400G;UN;135091;3.06;1.031.00;3.156.58 
2015;8;25;F;MANHÃ;7250-M-04004;CIGARRO HILTON GOLD SLIMS;UN;22042;35.65;227.00;8.092.55 
2015;8;26;M;MANHÃ;7251-K-08330;PANO SCOTT LIMPAMAX L5 P4 33X34.5;UN;5313065;2.42;576.00;1.392.00 
2014;12;16;M;NOITE;7252-M-13524;SORVETE NESTLE 1.5L NAPOLITANO/EXCL;UN;1005012;8.22;734.00;6.035.32 
2015;3;1;M;NOITE;7252-W-11608;CAMARAO INTEIRO MEGGS G 400G VERM;UN;9716030;6.35;62.00;393.70 
2014;6;3;F;MANHÃ;7254-N-12164;ACUCAR GLOBO CRISTAL 5KG;UN;991071;4.06;18.110.00;73.541.69 
2015;11;28;F;MANHÃ;7263-O-08007;ABS. INT/GEL ULT/PROT SV C/AB C/32;UN;9169;4.70;1.736.00;8.166.14 
2014;3;9;F;TARDE;7278-Z-00943;RED BULL ENERGY DRINK 250ML;UN;92022;3.67;182.00;667.94 
2015;10;13;F;NOITE;7280-R-00888;REF. GUARANA ANTARCTICA 350ML DIET;UN;12022;1.66;1.961.00;3.259.18 
2015;1;16;M;MANHÃ;7282-A-17282;MARG. PRIMOR FORNO/FOGAO 400G;UN;17151;2.18;199.00;433.82 
2014;8;27;M;MANHÃ;7284-V-00532;RICOTA COOPER KG;KG;9016040;5.73;656.43;3.761.34 
2014;7;11;M;MANHÃ;7289-G-03871;IOG. NESTLE CHAMYTO 130G MOR/CEREAL;UN;92022;1.39;634.00;881.26 
2015;7;12;M;TARDE;7291-W-18356;MILHO PIPOCA YOKI 500G;UN;1095001;0.98;2.487.00;2.437.26 
2013;6;20;F;MANHÃ;7292-J-03211;BATATA MCCAIN TRAD CONG 720G;UN;14002;4.08;653.00;2.662.93 
2015;2;11;M;MANHÃ;7300-A-00377;CALDO KNORR 114G GALINHA;UN;11014012;1.09;7.207.00;7.855.63 
2014;4;2;F;MANHÃ;7304-M-09028;SACO LIXO DUMONTEX 100LT REFOR C/5;UN;1123293;2.61;170.00;443.70 
2014;5;15;F;MANHÃ;7309-F-09790;HAMB. SEARA 672G TEXAS;UN;92061;4.27;3.254.00;13.881.02 
2015;3;7;F;NOITE;7309-U-13317;AMACIANTE YPE 2L ACONCHEGO GTS200ML;UN;9199083;2.44;9.044.00;22.097.51 
2013;10;7;F;MANHÃ;7318-K-02013;LEITE LIDER INTEGRAL 1L;UN;1021040;1.23;325.953.40;400.922.68 
2014;8;6;M;NOITE;7320-N-19254;COOKIE ORG NATIVE 40G BAUNILHA;UN;135091;1.15;384.00;441.60 
2015;3;19;M;NOITE;7324-E-14176;CEREAL KELLOGGS SUCRILHOS CHOC 320G;UN;14091;4.52;97.00;438.44 
2014;2;27;F;NOITE;7326-E-00384;ALIMENTO ADES 1L LARANJA;UN;92022;2.41;189.00;455.49 
2014;10;21;M;TARDE;7338-B-09022;SALG. FANDANGOS 63G PRESUNTO;UN;14091;0.99;6.236.00;6.154.93 
2015;11;1;F;MANHÃ;7339-Z-19533;PIPOCA ELMA CHIP MICRO 87G CHEETOS;UN;918002;1.57;348.00;546.36 
2015;12;28;M;NOITE;7344-O-06555;ADOCANTE GOLD SUCRALOSE 75ML;UN;9096012;3.90;209.00;815.10 
2014;3;26;F;TARDE;7349-G-18002;KIT FEIRINHA ALUMINIO JD;UN;15167;4.34;216.00;937.44 
2013;1;28;M;TARDE;7349-I-01329;ARROZ CAMIL PARBOILIZADO 5KG;UN;11036001;6.17;3.866.00;23.833.89 
2014;9;5;F;TARDE;7358-R-07551;MAC. DONA BENTA 500G MC ESP 8;UN;112091;0.82;9.064.00;7.417.37 
2013;9;7;F;NOITE;7358-R-07551;MAC. DONA BENTA 500G MC ESP 8;UN;912091;0.87;5.973.00;5.186.56 
2013;7;4;M;MANHÃ;7360-Z-11342;NECTAR DAFRUTA 1L REFRESH MANGA;UN;92022;1.29;1.115.00;1.432.78 
2013;7;22;F;NOITE;7364-Z-10854;ALFACE AMERICANA KIMOTO BDJ;UN;115070;1.25;2.382.00;2.969.56 
2013;5;14;M;TARDE;7368-Y-11170;NECTAR DAFRUTA 1L REFRESH UVA;UN;92022;1.30;3.104.00;4.028.99 
2015;2;17;M;MANHÃ;7375-R-08933;PAPEL HIG. SOFTYS FD L16 P15 30MT;UN;18184;6.95;2.094.00;14.542.83 
2014;2;25;M;TARDE;7376-Y-04439;MOLHO PREDILECTA REFOGADO 340G SACH;UN;1023012;0.51;58.952.00;30.065.52 
2014;1;2;M;TARDE;7379-L-03610;KETCHUP FUGINI 400G;UN;1023012;1.53;322.00;492.66 
2015;11;29;M;MANHÃ;7386-G-04736;SARDINHA GOMES/COSTA 125G TOMATE;UN;1314061;1.14;8.797.00;10.037.38 
2015;6;24;F;NOITE;7388-M-02215;FILE FGO PIF PAF DESF.CG PCT 500G;UN;2232061;4.69;714.00;3.350.70 
2013;12;29;F;NOITE;7392-H-00366;MELAO KG;KG;917080;1.39;14.411.90;20.068.57 
2014;11;26;M;MANHÃ;7393-K-07585;GUARD. PAPEL PRATICA 22X22.5CM C/50;UN;38184;0.36;25.126.00;8.995.11 
2015;7;18;M;MANHÃ;7406-L-06252;ACHOCOLATADO NESCAU ACTIGEN RF 800G;UN;96081;4.99;11.972.00;59.710.35 
2013;9;30;M;MANHÃ;7409-E-00833;VSR YOMA PIACAVA S/CAPA N.4;UN;13069;4.38;1.119.00;4.901.22 
2013;7;18;M;NOITE;7417-W-01971;QUEIJO VIGOR PARMESAO RALADO 100G;UN;26040;2.40;10.734.00;25.732.33 
2015;6;23;M;NOITE;7419-D-05514;CAFE 3 CORACOES SOLUVEL TRAD REF 50;UN;1111012;1.35;353.00;476.55 
2013;6;10;M;NOITE;7423-K-06473;OLEO LEVE SOJA 900ML;UN;11097051;1.58;65.542.00;103.615.94 
2014;1;27;M;MANHÃ;7424-G-01598;OFF! SPRAY REFRESCANTE 200ML;UN;99198083;9.66;63.00;608.58 
2015;7;30;M;MANHÃ;7425-J-13619;CERV. SKOL 300ML COM VASILHAME;.;3022;3.74;10.716.00;40.113.56 
2015;6;17;F;TARDE;7425-J-13619;CERV. SKOL 300ML OW;.;3022;2.57;368.00;945.76 
2014;12;15;M;MANHÃ;7425-K-10323;COUVE MANTEIGA J WATANABE;UN;94070;0.97;2.052.00;1.997.28 
2014;12;23;M;TARDE;7435-B-17375;AMACIANTE PLUSH 2L HARMONIA MANHA;UN;9199083;1.89;761.00;1.440.83 
2015;12;14;M;TARDE;7435-S-01795;CHOCOTTONE VISCONTI 500G;UN;1025091;4.98;168.00;836.64 
2015;8;23;M;TARDE;7438-O-01268;ESPONJA SCOTCH-BRITE LV MAIS PG MEN;UN;9035086;1.84;10.877.00;20.049.94 
2015;4;18;M;TARDE;7441-T-18747;LEITE ITAMBE NOLAC 1L S/DES ZER/LAC;UN;1021040;1.90;1.638.00;3.118.75 
2013;9;27;M;NOITE;7447-R-13583;CERV. SKOL 269ML LT BEATS SENSES;UN;98022;5.47;6.512.00;35.647.77 
2013;6;11;M;NOITE;7449-N-04309;PAPEL HIG. NEVE ULTRA NEUTROC/4 50M;UN;18184;4.46;3.371.00;15.024.55 
2015;5;10;M;MANHÃ;7458-N-13931;LEITE COMEVAP 1LITRO UHT DESNATADO;UN;1021040;0.92;2.229.00;2.050.68 
2015;6;22;M;MANHÃ;7461-W-03923;FARINHA MAND PARAIBUNA 500G TORRADA;UN;26011;0.76;3.937.00;2.992.12 
2014;8;5;F;TARDE;7464-X-08016;AMENDOIM YOKI 150G JAPONES;UN;118002;1.73;234.00;404.82 
2013;8;4;F;NOITE;7471-V-17338;COLOMBA PASCAL BAUDUC 500G GT CHOC;UN;1025091;6.10;1.285.00;7.832.08 
2013;4;26;F;TARDE;7478-M-05400;FARINHA DE LINHACA DOURADA KG;KG;98021;4.43;322.66;1.429.38 
2015;7;5;M;MANHÃ;7478-M-05400;FARINHA DE LINHACA DOURADA KG;KG;9004021;4.67;664.36;3.102.56 
